Related article title	Journal	DOI	Data Descriptor title	Data Descriptor DOI	Data Descriptor year	Data Descriptor month
Re-Creating Missing Population Baselines for Pacific Reef Sharks	Conservation Biology	10.1111/j.1523-1739.2012.01835.x	Long-term monitoring of coral reef fish assemblages in the Western central pacific	10.1038/sdata.2017.176	2017	12
Global assessment of the status of coral reef herbivorous fishes: evidence for fishing effects	Proceedings of the Royal Society B: Biological Sciences	10.1098/rspb.2013.1835	Long-term monitoring of coral reef fish assemblages in the Western central pacific	10.1038/sdata.2017.176	2017	12
Identifying multiple coral reef regimes and their drivers across the Hawaiian archipelago	Philosophical Transactions of the Royal Society B: Biological Sciences	10.1098/rstb.2013.0268	Long-term monitoring of coral reef fish assemblages in the Western central pacific	10.1038/sdata.2017.176	2017	12
Bright spots among the world’s coral reefs	Nature	10.1038/nature18607	Long-term monitoring of coral reef fish assemblages in the Western central pacific	10.1038/sdata.2017.176	2017	12
Recovery potential of the world's coral reef fishes	Nature	10.1038/nature14358	Long-term monitoring of coral reef fish assemblages in the Western central pacific	10.1038/sdata.2017.176	2017	12
The genetic architecture of type 2 diabetes	Nature	10.1038/nature18642	Sequence data and association statistics from 12,940 type 2 diabetes cases and controls	10.1038/sdata.2017.179	2017	12
Loss-of-function mutations in SLC30A8 protect against type 2 diabetes	Nature Genetics	10.1038/ng.2915	Sequence data and association statistics from 12,940 type 2 diabetes cases and controls	10.1038/sdata.2017.179	2017	12
Rare variants in PPARG with decreased activity in adipocyte differentiation are associated with increased risk of type 2 diabetes	Proceedings of the National Academy of Sciences	10.1073/pnas.1410428111	Sequence data and association statistics from 12,940 type 2 diabetes cases and controls	10.1038/sdata.2017.179	2017	12
A reference panel of 64,976 haplotypes for genotype imputation	Nature Genetics	10.1038/ng.3643	Sequence data and association statistics from 12,940 type 2 diabetes cases and controls	10.1038/sdata.2017.179	2017	12
Simulation of Finnish Population History, Guided by Empirical Genetic Data, to Assess Power of Rare-Variant Tests in Finland	The American Journal of Human Genetics	10.1016/j.ajhg.2014.03.019	Sequence data and association statistics from 12,940 type 2 diabetes cases and controls	10.1038/sdata.2017.179	2017	12
Evaluating empirical bounds on complex disease genetic architecture	Nature Genetics	10.1038/ng.2804	Sequence data and association statistics from 12,940 type 2 diabetes cases and controls	10.1038/sdata.2017.179	2017	12
Adamdec1, Ednrb and Ptgs1/Cox1, inflammation genes upregulated in the intestinal mucosa of obese rats, are downregulated by three probiotic strains	Scientific Reports	10.1038/s41598-017-02203-3	Gene expression profiling in the intestinal mucosa of obese rats administered probiotic bacteria	10.1038/sdata.2017.186	2017	12
Catastrophic Declines in Wilderness Areas Undermine Global Environment Targets	Current Biology	10.1016/j.cub.2016.08.049	Temporally inter-comparable maps of terrestrial wilderness and the Last of the Wild	10.1038/sdata.2017.187	2017	12
Multi-wavelength anomalous diffraction de novo phasing using a two-colour X-ray free-electron laser with wide tunability	Nature Communications	10.1038/s41467-017-00754-7	Two-colour serial femtosecond crystallography dataset from gadoteridol-derivatized lysozyme for MAD phasing	10.1038/sdata.2017.188	2017	12
Principal function of mineralocorticoid signaling suggested by constitutive knockout of the mineralocorticoid receptor in medaka fish	Scientific Reports	10.1038/srep37991	The mineralocorticoid receptor knockout in medaka is further validated by glucocorticoid receptor compensation	10.1038/sdata.2017.189	2017	12
Genome sequence and genetic diversity of European ash trees	Nature	10.1038/nature20786	Ash leaf metabolomes reveal differences between trees tolerant and susceptible to ash dieback disease	10.1038/sdata.2017.190	2017	12
A Method Based on Artificial Intelligence To Fully Automatize The Evaluation of Bovine Blastocyst Images	Scientific Reports	10.1038/s41598-017-08104-9	Automatized image processing of bovine blastocysts produced in vitro for quantitative variable determination	10.1038/sdata.2017.192	2017	12
ANI-1: an extensible neural network potential with DFT accuracy at force field computational cost	Chemical Science	10.1039/C6SC05720A	ANI-1, A data set of 20 million calculated off-equilibrium conformations for organic molecules	10.1038/sdata.2017.193	2017	12
Long-Read Sequencing of Human Cytomegalovirus Transcriptome Reveals RNA Isoforms Carrying Distinct Coding Potentials	Scientific Reports	10.1038/s41598-017-16262-z	Long-read sequencing of the human cytomegalovirus transcriptome with the Pacific Biosciences RSII platform	10.1038/sdata.2017.194	2017	12
Facile synthesis of pristine graphene-palladium nanocomposites with extraordinary catalytic activities using swollen liquid crystals	Scientific Reports	10.1038/srep33053	A dataset for preparing pristine graphene-palladium nanocomposites using swollen liquid crystal templates	10.1038/sdata.2017.196	2017	12
A tale of two online communities	Proceeding of the seventh ACM conference on Creativity and cognition - C&C '09	10.1145/1640233.1640239	A longitudinal dataset of five years of public activity in the Scratch online community	10.1038/sdata.2017.2	2017	1
Appropriation and Creativity: User-Initiated Contests in Scratch	2011 44th Hawaii International Conference on System Sciences	10.1109/HICSS.2011.75	A longitudinal dataset of five years of public activity in the Scratch online community	10.1038/sdata.2017.2	2017	1
The cost of collaboration for code and art	Proceedings of the 2013 conference on Computer supported cooperative work - CSCW '13	10.1145/2441776.2441893	A longitudinal dataset of five years of public activity in the Scratch online community	10.1038/sdata.2017.2	2017	1
The Remixing Dilemma	American Behavioral Scientist	10.1177/0002764212469359	A longitudinal dataset of five years of public activity in the Scratch online community	10.1038/sdata.2017.2	2017	1
Programming in the wild	Proceedings of the 9th Workshop in Primary and Secondary Computing Education on - WiPSCE '14	10.1145/2670757.2670768	A longitudinal dataset of five years of public activity in the Scratch online community	10.1038/sdata.2017.2	2017	1
Modelling the impact of household life cycle on slums in Bangalore	Computers, Environment and Urban Systems	10.1016/j.compenvurbsys.2017.03.008	Survey-based socio-economic data from slums in Bangalore, India	10.1038/sdata.2017.200	2018	1
Chinese CO2 emission flows have reversed since the global financial crisis	Nature Communications	10.1038/s41467-017-01820-w	China CO2 emission accounts 1997–2015	10.1038/sdata.2017.201	2018	1
Examining the effects of urbanization and industrialization on carbon dioxide emission: Evidence from China's provincial regions	Energy	10.1016/j.energy.2017.02.156	China CO2 emission accounts 1997–2015	10.1038/sdata.2017.201	2018	1
Interregional trade among regions of urban energy metabolism: A case study between Beijing-Tianjin-Hebei and others in China	Resources, Conservation and Recycling	10.1016/j.resconrec.2017.05.010	China CO2 emission accounts 1997–2015	10.1038/sdata.2017.201	2018	1
Carbon footprints and embodied CO 2 transfers among provinces in China	Renewable and Sustainable Energy Reviews	10.1016/j.rser.2017.09.057	China CO2 emission accounts 1997–2015	10.1038/sdata.2017.201	2018	1
Energy and environmental implications of using geothermal heat pumps in buildings: An example from north China	Journal of Cleaner Production	10.1016/j.jclepro.2017.08.199	China CO2 emission accounts 1997–2015	10.1038/sdata.2017.201	2018	1
Undocumented Potential For Primary Productivity In A Globally-Distributed Bacterial Photoautotroph		10.1101/140715	The reconstruction of 2,631 draft metagenome-assembled genomes from the global oceans	10.1038/sdata.2017.203	2018	1
Type II PI4-kinases control Weibel-Palade body biogenesis and von Willebrand factor structure in human endothelial cells	Journal of Cell Science	10.1242/jcs.187864	Image-based siRNA screen to identify kinases regulating Weibel-Palade body size control using electroporation	10.1038/sdata.2017.22	2017	3
A Two-Tier Golgi-Based Control of Organelle Size Underpins the Functional Plasticity of Endothelial Cells	Developmental Cell	10.1016/j.devcel.2014.03.021	Image-based siRNA screen to identify kinases regulating Weibel-Palade body size control using electroporation	10.1038/sdata.2017.22	2017	3
RNA-seq of 272 gliomas revealed a novel, recurrentPTPRZ1-METfusion transcript in secondary glioblastomas	Genome Research	10.1101/gr.165126.113	Comprehensive RNA-seq transcriptomic profiling in the malignant progression of gliomas	10.1038/sdata.2017.24	2017	3
Recurrent MET fusion genes represent a drug target in pediatric glioblastoma	Nature Medicine	10.1038/nm.4204	Comprehensive RNA-seq transcriptomic profiling in the malignant progression of gliomas	10.1038/sdata.2017.24	2017	3
Enhanced expression and phosphorylation of the MET oncoprotein by glioma-specific PTPRZ1-MET fusions	FEBS Letters	10.1016/j.febslet.2015.04.032	Comprehensive RNA-seq transcriptomic profiling in the malignant progression of gliomas	10.1038/sdata.2017.24	2017	3
Sustained acceleration of soil carbon decomposition observed in a 6-year warming experiment in a warm-temperate forest in southern Japan	Scientific Reports	10.1038/srep35563	High-resolution data on the impact of warming on soil CO2 efflux from an Asian monsoon forest	10.1038/sdata.2017.26	2017	3
Integrated Genomic Analysis of Diverse Induced Pluripotent Stem Cells from the Progenitor Cell Biology Consortium	Stem Cell Reports	10.1016/j.stemcr.2016.05.006	Molecular, phenotypic, and sample-associated data to describe pluripotent stem cell lines and derivatives	10.1038/sdata.2017.30	2017	3
Enabling transparent and collaborative computational analysis of 12 tumor types within The Cancer Genome Atlas	Nature Genetics	10.1038/ng.2761	Molecular, phenotypic, and sample-associated data to describe pluripotent stem cell lines and derivatives	10.1038/sdata.2017.30	2017	3
Intra-islet lesions and lobular variations in β-cell mass expansion in ob/ob mice revealed by 3D imaging of intact pancreas	Scientific Reports	10.1038/srep34885	Spatial and quantitative datasets of the pancreatic β-cell mass distribution in lean and obese mice	10.1038/sdata.2017.31	2017	3
Highest Resolution In Vivo Human Brain MRI Using Prospective Motion Correction	PLOS ONE	10.1371/journal.pone.0133921	T1-weighted in vivo human whole brain MRI dataset with an ultrahigh isotropic resolution of 250 μm	10.1038/sdata.2017.32	2017	3
The Active Side of Stereopsis: Fixation Strategy and Adaptation to Natural Environments	Scientific Reports	10.1038/srep44800	A dataset of stereoscopic images and ground-truth disparity mimicking human fixations in peripersonal space	10.1038/sdata.2017.34	2017	3
The NIH Human Microbiome Project	Genome Research	10.1101/gr.096651.109	A geographically-diverse collection of 418 human gut microbiome pathway genome databases	10.1038/sdata.2017.35	2017	4
A metagenome-wide association study of gut microbiota in type 2 diabetes	Nature	10.1038/nature11450	A geographically-diverse collection of 418 human gut microbiome pathway genome databases	10.1038/sdata.2017.35	2017	4
A human gut microbial gene catalogue established by metagenomic sequencing	Nature	10.1038/nature08821	A geographically-diverse collection of 418 human gut microbiome pathway genome databases	10.1038/sdata.2017.35	2017	4
A noisy linear map underlies oscillations in cell size and gene expression in bacteria	Nature	10.1038/nature14562	Long-term growth data of Escherichia coli at a single-cell level	10.1038/sdata.2017.36	2017	3
Novel microbial assemblages inhabiting crustal fluids within mid-ocean ridge flank subsurface basalt	The ISME Journal	10.1038/ismej.2015.248	Metagenome sequencing and 98 microbial genomes from Juan de Fuca Ridge flank subsurface fluids	10.1038/sdata.2017.37	2017	3
Countdown to 2015: changes in official development assistance to reproductive, maternal, newborn, and child health, and assessment of progress between 2003 and 2012	The Lancet Global Health	10.1016/s2214-109x(15)00057-1	Developing a dataset to track aid for reproductive, maternal, newborn and child health, 2003–2013	10.1038/sdata.2017.38	2017	3
Countdown to 2015: assessment of donor assistance to maternal, newborn, and child health between 2003 and 2006	The Lancet	10.1016/s0140-6736(08)60561-9	Developing a dataset to track aid for reproductive, maternal, newborn and child health, 2003–2013	10.1038/sdata.2017.38	2017	3
Reproductive health priorities: evidence from a resource tracking analysis of official development assistance in 2009 and 2010	The Lancet	10.1016/s0140-6736(13)60762-x	Developing a dataset to track aid for reproductive, maternal, newborn and child health, 2003–2013	10.1038/sdata.2017.38	2017	3
Countdown to 2015: changes in official development assistance to maternal, newborn, and child health in 2009–10, and assessment of progress since 2003	The Lancet	10.1016/s0140-6736(12)61415-9	Developing a dataset to track aid for reproductive, maternal, newborn and child health, 2003–2013	10.1038/sdata.2017.38	2017	3
Countdown to 2015: assessment of official development assistance to maternal, newborn, and child health, 2003–08	The Lancet	10.1016/s0140-6736(10)61302-5	Developing a dataset to track aid for reproductive, maternal, newborn and child health, 2003–2013	10.1038/sdata.2017.38	2017	3
Countdown to 2015: tracking donor assistance to maternal, newborn, and child health	The Lancet	10.1016/s0140-6736(06)69338-0	Developing a dataset to track aid for reproductive, maternal, newborn and child health, 2003–2013	10.1038/sdata.2017.38	2017	3
11 years of tracking aid to reproductive, maternal, newborn, and child health: estimates and analysis for 2003–13 from the Countdown to 2015	The Lancet Global Health	10.1016/s2214-109x(16)30304-7	Developing a dataset to track aid for reproductive, maternal, newborn and child health, 2003–2013	10.1038/sdata.2017.38	2017	3
Countdown to 2015: an analysis of donor funding for prenatal and neonatal health, 2003–2013	BMJ Global Health	10.1136/bmjgh-2016-000205	Developing a dataset to track aid for reproductive, maternal, newborn and child health, 2003–2013	10.1038/sdata.2017.38	2017	3
The Global Distribution and Drivers of Alien Bird Species Richness	PLOS Biology	10.1371/journal.pbio.2000942	The global avian invasions atlas, a database of alien bird distributions worldwide	10.1038/sdata.2017.41	2017	3
DNA damage and Repair Modify DNA methylation and Chromatin Domain of the Targeted Locus: Mechanism of allele methylation polymorphism	Scientific Reports	10.1038/srep33222	High-coverage methylation data of a gene model before and after DNA damage and homologous repair	10.1038/sdata.2017.43	2017	4
A chromosome conformation capture ordered sequence of the barley genome	Nature	10.1038/nature22043	Construction of a map-based reference genome sequence for barley, Hordeum vulgare L.	10.1038/sdata.2017.44	2017	4
Sequencing of 15 622 gene-bearing BACs clarifies the gene-dense regions of the barley genome	The Plant Journal	10.1111/tpj.12959	Construction of a map-based reference genome sequence for barley, Hordeum vulgare L.	10.1038/sdata.2017.44	2017	4
An ultraviolet-radiation-independent pathway to melanoma carcinogenesis in the red hair/fair skin background	Nature	10.1038/nature11624	The Mole Mapper Study, mobile phone skin imaging and melanoma risk data collected using ResearchKit	10.1038/sdata.2017.5	2017	2
Surface Chest Motion Decomposition for Cardiovascular Monitoring	Scientific Reports	10.1038/srep05093	Multimodal chest surface motion data for respiratory and cardiovascular monitoring applications	10.1038/sdata.2017.52	2017	4
Simulating 2368 temperate lakes reveals weak coherence in stratification phenology	Ecological Modelling	10.1016/j.ecolmodel.2014.07.029	Large-scale modeled contemporary and future water temperature estimates for 10774 Midwestern U.S. Lakes	10.1038/sdata.2017.53	2017	4
Projected shifts in fish species dominance in Wisconsin lakes under climate change	Global Change Biology	10.1111/gcb.13462	Large-scale modeled contemporary and future water temperature estimates for 10774 Midwestern U.S. Lakes	10.1038/sdata.2017.53	2017	4
Selenium single-wavelength anomalous diffraction de novo phasing using an X-ray-free electron laser	Nature Communications	10.1038/ncomms13388	Se-SAD serial femtosecond crystallography datasets from selenobiotinyl-streptavidin	10.1038/sdata.2017.55	2017	4
Organic carbon in seagrass sediments is influenced by seagrass canopy complexity, turbidity, wave height, and water depth	Limnology and Oceanography	10.1002/lno.10262	Seagrass morphometrics at species level in Moreton Bay, Australia from 2012 to 2013	10.1038/sdata.2017.60	2017	5
Rapid monitoring of seagrass biomass using a simple linear modelling approach, in the field and from space	Marine Ecology Progress Series	10.3354/meps11321	Seagrass morphometrics at species level in Moreton Bay, Australia from 2012 to 2013	10.1038/sdata.2017.60	2017	5
Multi-temporal mapping of seagrass cover, species and biomass: A semi-automated object based image analysis approach	Remote Sensing of Environment	10.1016/j.rse.2014.05.001	Seagrass morphometrics at species level in Moreton Bay, Australia from 2012 to 2013	10.1038/sdata.2017.60	2017	5
The 30 year TAMSAT African Rainfall Climatology And Time series (TARCAT) data set	Journal of Geophysical Research: Atmospheres	10.1002/2014JD021927	A new, long-term daily satellite-based rainfall dataset for operational monitoring in Africa	10.1038/sdata.2017.63	2017	5
Modern Pollen Deposition and Holocene Paleotemperature Reconstructions, Central Northern Canada	Arctic and Alpine Research	10.2307/1551050	Modern pollen data from the Canadian Arctic, 1972–1973	10.1038/sdata.2017.65	2017	5
Holocene palaeo-wind evidence from palynology in Baffin Island	Nature	10.1038/273140a0	Modern pollen data from the Canadian Arctic, 1972–1973	10.1038/sdata.2017.65	2017	5
The Germ Cell Fate of Cynomolgus Monkeys Is Specified in the Nascent Amnion	Developmental Cell	10.1016/j.devcel.2016.09.007	Single-cell transcriptome of early embryos and cultured embryonic stem cells of cynomolgus monkeys	10.1038/sdata.2017.67	2017	6
A developmental coordinate of pluripotency among mice, monkeys and humans	Nature	10.1038/nature19096	Single-cell transcriptome of early embryos and cultured embryonic stem cells of cynomolgus monkeys	10.1038/sdata.2017.67	2017	6
Palaeomagnetic field intensity variations suggest Mesoproterozoic inner-core nucleation	Nature	10.1038/nature15523	Advancing Precambrian palaeomagnetism with the PALEOMAGIA and PINT(QPI) databases	10.1038/sdata.2017.68	2017	5
PALEOMAGIA: A PHP/MYSQL database of the Precambrian paleomagnetic data	Studia Geophysica et Geodaetica	10.1007/s11200-013-0382-0	Advancing Precambrian palaeomagnetism with the PALEOMAGIA and PINT(QPI) databases	10.1038/sdata.2017.68	2017	5
On the low-inclination bias of the Precambrian geomagnetic field	Precambrian Research	10.1016/j.precamres.2013.09.004	Advancing Precambrian palaeomagnetism with the PALEOMAGIA and PINT(QPI) databases	10.1038/sdata.2017.68	2017	5
An analysis of geomagnetic field reversals supports the validity of the Geocentric Axial Dipole (GAD) hypothesis in the Precambrian	Precambrian Research	10.1016/j.precamres.2013.10.009	Advancing Precambrian palaeomagnetism with the PALEOMAGIA and PINT(QPI) databases	10.1038/sdata.2017.68	2017	5
Development of a cell system for siRNA screening of pathogen responses in human and mouse macrophages	Scientific Reports	10.1038/srep09559	Genome-wide siRNA screen of genes regulating the LPS-induced TNF-α response in human macrophages	10.1038/sdata.2017.7	2017	3
Biomass and its allocation of Chinese forest ecosystems	Ecology	10.1890/13-2089.1	A dataset of forest biomass structure for Eurasia	10.1038/sdata.2017.70	2017	5
Hydrological model application under data scarcity for multiple watersheds, Java Island, Indonesia	Journal of Hydrology: Regional Studies	10.1016/j.ejrh.2016.09.007	Development of a gridded meteorological dataset over Java island, Indonesia 1985–2014	10.1038/sdata.2017.72	2017	5
Mapping global cropland and field size	Global Change Biology	10.1111/gcb.12838	A global dataset of crowdsourced land cover and land use reference data	10.1038/sdata.2017.75	2017	6
Comparing the Quality of Crowdsourced Data Contributed by Expert and Non-Experts	PLoS ONE	10.1371/journal.pone.0069958	A global dataset of crowdsourced land cover and land use reference data	10.1038/sdata.2017.75	2017	6
Assessing the Accuracy of Volunteered Geographic Information arising from Multiple Contributors to an Internet Based Collaborative Project	Transactions in GIS	10.1111/tgis.12033	A global dataset of crowdsourced land cover and land use reference data	10.1038/sdata.2017.75	2017	6
Local Knowledge and Professional Background Have a Minimal Impact on Volunteer Citizen Science Performance in a Land-Cover Classification Task	Remote Sensing	10.3390/rs8090774	A global dataset of crowdsourced land cover and land use reference data	10.1038/sdata.2017.75	2017	6
Comparison of Data Fusion Methods Using Crowdsourced Data in Creating a Hybrid Forest Cover Map	Remote Sensing	10.3390/rs8030261	A global dataset of crowdsourced land cover and land use reference data	10.1038/sdata.2017.75	2017	6
An ensemble-based approach to climate reconstructions	Climate of the Past	10.5194/cp-8-963-2012	A monthly global paleo-reanalysis of the atmosphere from 1600 to 2005 for studying past climatic variations	10.1038/sdata.2017.76	2017	6
Development of a cell system for siRNA screening of pathogen responses in human and mouse macrophages	Scientific Reports	10.1038/srep09559	Genome-wide siRNA screen of genes regulating the LPS-induced NF-κB and TNF-α responses in mouse macrophages	10.1038/sdata.2017.8	2017	3
Colonization with the enteric protozoa Blastocystis is associated with increased diversity of human gut bacterial microbiota	Scientific Reports	10.1038/srep25255	Targeted metagenomic sequencing data of human gut microbiota associated with Blastocystis colonization	10.1038/sdata.2017.81	2017	6
Heihe Watershed Allied Telemetry Experimental Research (HiWATER): Scientific Objectives and Experimental Design	Bulletin of the American Meteorological Society	10.1175/BAMS-D-12-00154.1	A multiscale dataset for understanding complex eco-hydrological processes in a heterogeneous oasis system	10.1038/sdata.2017.83	2017	6
Integrated study of the water–ecosystem–economy in the Heihe River Basin	National Science Review	10.1093/nsr/nwu017	A multiscale dataset for understanding complex eco-hydrological processes in a heterogeneous oasis system	10.1038/sdata.2017.83	2017	6
Filling the gap between Earth observation and policy making in the Black Sea catchment with enviroGRIDS	Environmental Science & Policy	10.1016/j.envsci.2014.02.005	A web platform for landuse, climate, demography, hydrology and beach erosion in the Black Sea catchment	10.1038/sdata.2017.87	2017	7
Grid-enabled Spatial Data Infrastructure for environmental sciences: Challenges and opportunities	Future Generation Computer Systems	10.1016/j.future.2010.09.011	A web platform for landuse, climate, demography, hydrology and beach erosion in the Black Sea catchment	10.1038/sdata.2017.87	2017	7
Future land-use change scenarios for the Black Sea catchment	Environmental Science & Policy	10.1016/j.envsci.2014.02.008	A web platform for landuse, climate, demography, hydrology and beach erosion in the Black Sea catchment	10.1038/sdata.2017.87	2017	7
Climate change and agricultural water resources: A vulnerability assessment of the Black Sea catchment	Environmental Science & Policy	10.1016/j.envsci.2014.04.008	A web platform for landuse, climate, demography, hydrology and beach erosion in the Black Sea catchment	10.1038/sdata.2017.87	2017	7
An ecosystem services framework to support both practical conservation and economic development	Proceedings of the National Academy of Sciences	10.1073/Pnas.0705797105	A web platform for landuse, climate, demography, hydrology and beach erosion in the Black Sea catchment	10.1038/sdata.2017.87	2017	7
Black Sea beaches vulnerability to sea level rise	Environmental Science & Policy	10.1016/j.envsci.2014.07.014	A web platform for landuse, climate, demography, hydrology and beach erosion in the Black Sea catchment	10.1038/sdata.2017.87	2017	7
Robust global ocean cooling trend for the pre-industrial Common Era	Nature Geoscience	10.1038/ngeo2510	A global multiproxy database for temperature reconstructions of the Common Era	10.1038/sdata.2017.88	2017	7
Tropical sea surface temperatures for the past four centuries reconstructed from coral archives	Paleoceanography	10.1002/2014PA002717	A global multiproxy database for temperature reconstructions of the Common Era	10.1038/sdata.2017.88	2017	7
Identification of genes that regulate epithelial cell migration using an siRNA screening approach	Nature Cell Biology	10.1038/ncb1762	Systematic high-content genome-wide RNAi screens of endothelial cell migration and morphology	10.1038/sdata.2017.9	2017	3
Integrated Proteogenomic Characterization of Human High-Grade Serous Ovarian Cancer	Cell	10.1016/j.cell.2016.05.069	Targeted proteomic assays for quantitation of proteins identified by proteogenomic analysis of ovarian cancer	10.1038/sdata.2017.91	2017	7
Forest harvesting reduces the soil metagenomic potential for biomass decomposition	The ISME Journal	10.1038/ismej.2015.57	A metagenomic survey of forest soil microbial communities more than a decade after timber harvesting	10.1038/sdata.2017.92	2017	7
Significant and persistent impact of timber harvesting on soil microbial communities in Northern coniferous forests	The ISME Journal	10.1038/ismej.2012.84	A metagenomic survey of forest soil microbial communities more than a decade after timber harvesting	10.1038/sdata.2017.92	2017	7
Long-term effects of timber harvesting on hemicellulolytic microbial populations in coniferous forest soils	The ISME Journal	10.1038/ismej.2015.118	A metagenomic survey of forest soil microbial communities more than a decade after timber harvesting	10.1038/sdata.2017.92	2017	7
Long-Term Enrichment of Stress-Tolerant Cellulolytic Soil Populations following Timber Harvesting Evidenced by Multi-Omic Stable Isotope Probing	Frontiers in Microbiology	10.3389/fmicb.2017.00537	A metagenomic survey of forest soil microbial communities more than a decade after timber harvesting	10.1038/sdata.2017.92	2017	7
Biogeography and organic matter removal shape long-term effects of timber harvesting on forest soil microbial communities	The ISME Journal	10.1038/ismej.2017.109	A metagenomic survey of forest soil microbial communities more than a decade after timber harvesting	10.1038/sdata.2017.92	2017	7
Patterns and ecological drivers of ocean viral communities	Science	10.1126/science.1261498	Viral to metazoan marine plankton nucleotide sequences from the Tara Oceans expedition	10.1038/sdata.2017.93	2017	8
Eukaryotic plankton diversity in the sunlit ocean	Science	10.1126/science.1261605	Viral to metazoan marine plankton nucleotide sequences from the Tara Oceans expedition	10.1038/sdata.2017.93	2017	8
Structure and function of the global ocean microbiome	Science	10.1126/science.1261359	Viral to metazoan marine plankton nucleotide sequences from the Tara Oceans expedition	10.1038/sdata.2017.93	2017	8
Ecogenomics and potential biogeochemical impacts of globally abundant ocean viruses	Nature	10.1038/nature19366	Viral to metazoan marine plankton nucleotide sequences from the Tara Oceans expedition	10.1038/sdata.2017.93	2017	8
A Multilevel Analysis of Factors Influencing Chinese Foundationss Capacity for Resource Mobilization	SSRN Electronic Journal	10.2139/ssrn.2851561	The research infrastructure of Chinese foundations, a database for Chinese civil society studies	10.1038/sdata.2017.94	2017	7
Selection of Image Parameters as the First Step towards Creating a CBIR System for the Solar Dynamics Observatory	2010 International Conference on Digital Image Computing: Techniques and Applications	10.1109/DICTA.2010.94	A large-scale solar dynamics observatory image dataset for computer vision applications	10.1038/sdata.2017.96	2017	7
Physiological and morphological properties ofDbx1-derived respiratory neurons in the pre-Bötzinger complex of neonatal mice	The Journal of Physiology	10.1113/jphysiol.2012.250118	Morphology of Dbx1 respiratory neurons in the preBötzinger complex and reticular formation of neonatal mice	10.1038/sdata.2017.97	2017	8
Stable isotope reconstructions of shellfish harvesting seasonality in an estuarine environment: implications for Late Holocene San Francisco Bay settlement patterns	Journal of Archaeological Science	10.1016/j.jas.2012.12.018	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
Contrasting biogeochemistry of six trace metals during the rise and decay of a spring phytoplankton bloom in San Francisco Bay	Limnology and Oceanography	10.4319/lo.2007.52.3.1112	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
Resource selection and space use by sea ducks during the non-breeding season: Implications for habitat conservation planning in urbanized estuaries	Biological Conservation	10.1016/j.biocon.2013.10.021	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
Influence of microalgal biomass on absorption efficiency of Cd, Cr, and Zn by two bivalves from San Francisco Bay	Limnology and Oceanography	10.4319/lo.1998.43.7.1455	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
Response of anchovies dampens effects of the invasive bivalve Corbula amurensis on the San Francisco Estuary foodweb	Marine Ecology Progress Series	10.3354/meps324207	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
Iron-binding ligands and humic substances in the San Francisco Bay estuary and estuarine-influenced shelf regions of coastal California	Marine Chemistry	10.1016/j.marchem.2014.11.005	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
Dispersive Fluxes between the Coastal Ocean and a Semienclosed Estuarine Basin	Journal of Physical Oceanography	10.1175/jpo3078.1	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
Relationship between benthic foraminifera and food resources in South San Francisco Bay, California, USA	Marine Ecology Progress Series	10.3354/meps297131	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
Variable Nitrification Rates Across Environmental Gradients in Turbid, Nutrient-Rich Estuary Waters of San Francisco Bay	Estuaries and Coasts	10.1007/s12237-016-0071-7	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
What have natural and human changes wrought on the foraminifera of San Francisco Bay late Quaternary estuaries?	Quaternary Research	10.1016/j.yqres.2011.06.005	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
Impact of atypical ammonium concentrations on phytoplankton abundance and composition in fresh versus estuarine waters	Aquatic Biology	10.3354/ab00588	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
Estuarine sediment deposition during wetland restoration: A GIS and remote sensing modeling approach	Geocarto International	10.1080/10106049.2013.798356	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
FORENSICS ON THE HALF SHELL: A SCLEROCHRONOLOGICAL INVESTIGATION OF A MODERN BIOLOGICAL INVASION IN SAN FRANCISCO BAY, UNITED STATES	PALAIOS	10.2110/palo.2010.p10-015r	Water quality measurements in San Francisco Bay by the U.S. Geological Survey, 1969–2015	10.1038/sdata.2017.98	2017	8
